日期,阶段,预测历史截止,调参历史截止,负载先验回退,光伏先验回退,电价先验回退,负载衰减天数,光伏衰减天数,价格水平权重,价格形态衰减天数,终端惩罚,求解路径,求解状态,MIP相对间隙,日内滚动求解次数,日初储电量,计划日末储电量,实际日末储电量,计划购电费（预测口径）,计划购电费（实际口径）,紧急购电费,实际总购电费,电价MAE,净负荷MAE,净负荷0.8分位数损失,净负荷覆盖率,紧急购电费占比,紧急购电量,未利用计划购电量,未利用计划购电对应费用（实际电价，已含在计划费用中）,实际弃光量,计划与实际充电量之差,计划与实际放电量之差,实际减计划日末储电量,计划与实际末态偏差恒等式残差
2025-07-06,正式期,2025-07-05,2025-07-05,否,否,否,5.0,5.0,0.6-0.3-0.1,7,1.5876832846922286,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,144,5909.077778,6000.000000,5988.078926,60956.087253,67074.087451,3580.062565,70654.150017,0.088538,54.645831,16.176312,0.701389,0.050670,569.398150,5735.805898,3578.721167,587.362083,2066.690864,1663.290633,-11.921074,2.2737367544323206e-12
2025-07-07,正式期,2025-07-06,2025-07-06,否,否,否,5.0,5.0,0.5-0.3-0.2,7,1.5895246650574821,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,144,5988.078926,6000.000000,5991.943000,61386.413731,66511.908351,617.156229,67129.064580,0.068445,94.656278,21.870946,0.805556,0.009194,134.616651,10538.587539,7308.225413,2875.971088,5543.357944,4482.868635,-8.057000,1.8189894035458565e-12
2025-07-08,正式期,2025-07-07,2025-07-07,否,否,否,5.0,5.0,0.5-0.3-0.2,7,1.6897036738027271,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,144,5991.943000,6000.000000,6000.000000,65495.858861,66956.970750,1075.277272,68032.248022,0.042131,79.522802,18.095473,0.798611,0.015805,155.440474,9549.327450,5876.023256,1676.387397,3529.627046,2858.997908,0.000000,-5.9117155615240335e-12
2025-07-09,正式期,2025-07-08,2025-07-08,否,否,否,5.0,5.0,1,7,1.7160936807564922,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,144,6000.000000,6000.000000,6000.000000,65480.526014,65938.780174,1099.324022,67038.104196,0.032132,78.306132,16.852014,0.895833,0.016398,145.400900,9756.661377,6568.897172,1871.137889,4094.174383,3316.281250,0.000000,-3.637978807091713e-12
2025-07-10,正式期,2025-07-09,2025-07-09,否,否,否,5.0,3.0,1,7,1.767353157081891,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,144,6000.000000,6000.000000,6000.000000,64969.104671,63430.842812,1023.567905,64454.410717,0.043015,66.680430,15.372724,0.847222,0.015880,146.739700,7298.411047,4645.941712,1992.650450,2736.453230,2216.527117,0.000000,4.547473508864641e-13
2025-07-11,正式期,2025-07-10,2025-07-10,否,否,否,14.0,3.0,1,7,1.3573396420320105,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,144,6000.000000,6000.000000,6000.000000,23762.804791,25026.325807,2023.420687,27049.746494,0.067318,52.004576,25.508726,0.506944,0.074804,564.693642,1601.248930,1017.656501,6281.638467,-344.007520,-278.646092,0.000000,1.4210854715202004e-12
2025-07-12,正式期,2025-07-11,2025-07-11,否,否,否,10.0,5.0,1,7,1.3630547013335381,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,144,6000.000000,6000.000000,6000.000000,23995.353475,25392.242469,812.354264,26204.596733,0.062326,47.897463,13.096835,0.743056,0.031000,214.662284,1182.050453,665.731651,8509.804352,519.081688,420.456167,0.000000,2.8421709430404007e-12
2025-07-13,正式期,2025-07-12,2025-07-12,否,否,否,5.0,5.0,1,7,1.8236798964211631,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,144,6000.000000,6000.000000,6000.000000,66045.103343,62608.294223,670.771348,63279.065571,0.051609,102.200411,21.368661,0.916667,0.010600,102.810217,12094.557240,6960.110449,3064.073433,4129.889506,3345.210500,0.000000,4.547473508864641e-13
2025-07-14,正式期,2025-07-13,2025-07-13,否,否,否,5.0,5.0,1,7,1.7787160056606797,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,144,6000.000000,6000.000000,6000.000000,63450.980480,62862.880137,1585.365694,64448.245831,0.035290,77.898335,17.247993,0.861111,0.024599,219.519783,9887.075669,6081.947642,1528.829900,4104.327469,3324.505250,0.000000,-2.7284841053187847e-12
2025-07-15,正式期,2025-07-14,2025-07-14,否,否,否,5.0,3.0,1,7,1.7867637539706636,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,144,6000.000000,6000.000000,6000.000000,62832.427224,62075.170387,3183.711480,65258.881867,0.045642,74.270595,21.391121,0.805556,0.048786,533.622583,6848.730695,4389.719359,2006.980967,4025.706728,3260.822450,0.000000,-4.547473508864641e-13
2025-07-16,正式期,2025-07-15,2025-07-15,否,否,否,5.0,5.0,1,7,1.7711943354236164,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,144,6000.000000,6000.000000,6000.000000,63448.210258,64031.505589,794.551068,64826.056657,0.039590,76.580607,17.692178,0.854167,0.012257,141.575633,8314.542091,5380.016824,2464.660450,3950.141091,3199.614283,0.000000,9.094947017729282e-13
2025-07-17,正式期,2025-07-16,2025-07-16,否,否,否,5.0,5.0,1,7,1.7556139944847855,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,144,6000.000000,6000.000000,6000.000000,63262.472549,62990.399480,1174.629669,64165.029148,0.035598,70.476031,16.589869,0.805556,0.018306,210.450233,7605.631025,4522.819389,1934.367353,1991.777078,1613.339433,0.000000,1.8189894035458565e-12
2025-07-18,正式期,2025-07-17,2025-07-17,否,否,否,10.0,5.0,1,7,1.409960614110331,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,144,6000.000000,6000.000000,6000.000000,25073.016759,25054.520081,200.510549,25255.030631,0.054169,44.413943,14.747011,0.673611,0.007939,56.457100,3041.769790,1542.986911,6845.571340,1042.959630,844.797300,0.000000,-3.410605131648481e-12
2025-07-19,正式期,2025-07-18,2025-07-18,否,否,否,10.0,7.0,1,7,1.4111903557919079,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,144,6000.000000,6000.000000,6000.000000,24421.573521,25060.655716,321.169240,25381.824956,0.064983,67.741814,15.591389,0.819444,0.012654,82.661717,1494.852974,818.540470,12188.525190,1190.592881,964.380233,0.000000,-3.637978807091713e-12
2025-07-20,正式期,2025-07-19,2025-07-19,否,否,否,5.0,7.0,1,7,1.7693031477570225,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,144,6000.000000,6000.000000,5998.213278,61848.288440,62911.910694,90.170746,63002.081440,0.037001,73.017916,15.794000,0.909722,0.001431,12.857150,8137.437429,5226.729066,2544.207067,3810.524012,3084.916400,-1.786722,4.547473508864641e-13
2025-07-21,正式期,2025-07-20,2025-07-20,否,否,否,5.0,7.0,1,7,1.7937059990879025,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,144,5998.213278,6000.000000,5979.027778,62484.145002,63242.024954,942.864615,64184.889568,0.037683,56.025519,13.017816,0.840278,0.014690,161.396433,6139.624736,3760.421998,1738.898667,2635.153086,2115.599000,-20.972222,3.183231456205249e-12
2025-07-22,正式期,2025-07-21,2025-07-21,否,否,否,5.0,7.0,1,7,1.783406950327055,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,144,5979.027778,6000.000000,6000.000000,62443.933220,62757.388929,2923.303117,65680.692045,0.039369,64.064727,16.719413,0.784722,0.044508,560.891197,7821.839081,5106.311905,627.860332,2834.695346,2296.103231,0.000000,-1.3642420526593924e-12
2025-07-23,正式期,2025-07-22,2025-07-22,否,否,否,5.0,7.0,1,7,1.7785982143729362,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,144,6000.000000,6000.000000,6000.000000,62843.816367,62467.282274,426.394574,62893.676847,0.038850,57.669386,14.051956,0.812500,0.006780,65.252950,5898.709212,3601.898026,1607.374150,1816.401728,1471.285400,0.000000,5.002220859751105e-12
2025-07-24,正式期,2025-07-23,2025-07-23,否,否,否,5.0,7.0,1,7,1.7624861604491207,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,144,6000.000000,6000.000000,6000.000000,62583.025920,62819.885944,2584.286051,65404.171995,0.041038,63.275425,15.876123,0.833333,0.039513,497.717886,7317.769462,4334.826573,1418.050600,3539.681278,2867.141835,0.000000,1.3642420526593924e-12
2025-07-25,正式期,2025-07-24,2025-07-24,否,否,否,10.0,7.0,1,7,1.3928186630871864,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,144,6000.000000,6000.000000,6000.000000,24732.921645,25328.217712,392.431184,25720.648897,0.065839,70.272978,15.893256,0.875000,0.015257,75.344443,3655.404579,1800.620852,11338.392509,1354.807172,1097.393809,0.000000,-4.547473508864641e-12
2025-07-26,正式期,2025-07-25,2025-07-25,否,否,否,10.0,7.0,1,7,1.3849576414882598,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,144,6000.000000,6000.000000,6000.000000,24136.348080,25145.178552,16.429459,25161.608010,0.054237,55.284413,14.098578,0.840278,0.000653,6.807317,2762.349247,1635.464786,9628.572454,649.692551,526.250967,0.000000,-6.59383658785373e-12
2025-07-27,正式期,2025-07-26,2025-07-26,否,否,否,5.0,7.0,1,7,1.7960460591792091,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,144,6000.000000,6000.000000,5998.566667,62146.476319,62417.025328,141.872207,62558.897536,0.038775,62.472491,15.740988,0.819444,0.002268,26.545417,6633.183862,4360.187221,1002.853150,897.253045,725.484967,-1.433333,-6.707523425575346e-12
2025-07-28,正式期,2025-07-27,2025-07-27,否,否,否,5.0,7.0,1,7,1.8034377700718909,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,144,5998.566667,6000.000000,6000.000000,62254.660286,62496.079186,2293.289809,64789.368996,0.054495,41.894219,15.823185,0.694444,0.035396,406.725775,3011.003446,1980.144905,16.908850,851.068446,689.365441,0.000000,2.7284841053187847e-12
2025-07-29,正式期,2025-07-28,2025-07-28,否,否,否,5.0,7.0,1,14,1.7624903513378902,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,144,6000.000000,6000.000000,6000.000000,62763.816592,62706.830359,1063.476331,63770.306690,0.043085,53.491345,15.494496,0.770833,0.016677,133.694417,5733.422445,3956.760761,175.324533,1970.989621,1596.501593,0.000000,-6.59383658785373e-12
2025-07-30,正式期,2025-07-29,2025-07-29,否,否,否,5.0,7.0,1,14,1.758784710750823,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,144,6000.000000,6000.000000,6000.000000,62904.234387,63516.564410,971.527928,64488.092338,0.035484,58.050647,13.177800,0.854167,0.015065,168.768800,6592.848205,4224.249891,1672.367400,2577.028971,2087.393467,0.000000,3.637978807091713e-12
2025-07-31,正式期,2025-07-30,2025-07-30,否,否,否,7.0,7.0,1,14,1.7567592295399217,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,144,6000.000000,6000.000000,6000.000000,63018.369436,62632.750675,495.533995,63128.284670,0.036375,53.456049,12.322622,0.833333,0.007850,82.071367,6478.269972,3967.452918,866.457995,1831.911667,1483.848450,0.000000,0.0
2025-08-01,正式期,2025-07-31,2025-07-31,否,否,否,10.0,7.0,1,14,1.35427504588503,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,144,6000.000000,6000.000000,6000.000000,23871.165924,25026.235157,49.429002,25075.664159,0.074003,109.005395,23.171140,0.868056,0.001971,12.545267,3309.430781,1650.223709,16675.367960,1858.646708,1505.503833,0.000000,6.821210263296962e-13
2025-08-02,正式期,2025-08-01,2025-08-01,否,否,否,10.0,7.0,1,14,1.3945865914910054,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,144,6000.000000,6000.000000,6000.000000,24131.077918,24527.013787,0.000000,24527.013787,0.072908,103.999748,21.752571,0.923611,0.000000,0.000000,3399.913758,1843.792028,16422.896088,1448.597963,1173.364350,0.000000,-5.002220859751105e-12
2025-08-03,正式期,2025-08-02,2025-08-02,否,否,否,10.0,7.0,1,14,1.7957371922765581,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,144,6000.000000,6000.000000,6000.000000,62553.207366,60099.150894,955.361232,61054.512125,0.051561,129.032967,26.912207,0.902778,0.015648,114.385633,11714.464282,6988.918353,7407.867692,5041.546091,4083.652333,0.000000,1.8189894035458565e-12
2025-08-04,正式期,2025-08-03,2025-08-03,否,否,否,10.0,7.0,0.6-0.3-0.1,14,1.805797653013481,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,144,6000.000000,6000.000000,5976.998148,62701.777406,60567.165351,29.172424,60596.337775,0.048283,105.543969,21.528697,0.944444,0.000481,4.497100,11352.102253,6572.980174,4711.384583,5481.632387,4419.420567,-23.001852,1.8189894035458565e-12
2025-08-05,正式期,2025-08-04,2025-08-04,否,否,否,14.0,7.0,0.6-0.3-0.1,14,1.798530016543146,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,144,5976.998148,6000.000000,6000.000000,62006.911858,59593.186114,13.441854,59606.627968,0.044693,101.328374,20.553229,0.937500,0.000226,4.311050,11239.298279,6863.732105,4070.468067,4485.239012,3633.043599,0.000000,5.002220859751105e-12
2025-08-06,正式期,2025-08-05,2025-08-05,否,否,否,14.0,7.0,0.6-0.3-0.1,14,1.7918446466881337,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,144,6000.000000,6000.000000,5956.924074,61456.018237,60356.170402,1234.015503,61590.185904,0.041305,82.616324,18.491348,0.854167,0.020036,250.119000,8662.210281,4771.441368,3424.694000,4452.349287,3567.634589,-43.075926,0.0
2025-08-07,正式期,2025-08-06,2025-08-06,否,否,否,21.0,5.0,0.6-0.3-0.1,14,1.7921675524189247,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,144,5956.924074,6000.000000,6000.000000,60600.278927,58443.626944,405.783636,58849.410580,0.050243,101.755607,21.513791,0.902778,0.006895,50.167200,9694.214942,5773.155908,5107.562469,3457.284095,2800.400117,0.000000,6.821210263296962e-12
2025-08-08,正式期,2025-08-07,2025-08-07,否,否,否,14.0,5.0,0.5-0.3-0.2,14,1.3718802248374349,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,144,6000.000000,6000.000000,6000.000000,23539.079117,23933.163896,0.000000,23933.163896,0.083682,104.446450,21.311062,0.937500,0.000000,0.000000,3810.748922,1806.469593,20534.744224,875.561646,709.204933,0.000000,-3.069544618483633e-12
2025-08-09,正式期,2025-08-08,2025-08-08,否,否,否,21.0,5.0,0.5-0.3-0.2,14,1.3804787894075883,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,144,6000.000000,6000.000000,6000.000000,23403.551813,24073.746107,0.000000,24073.746107,0.073252,75.379725,16.508616,0.909722,0.000000,0.000000,3068.755058,1422.612439,17849.550135,1119.557942,906.841933,0.000000,-1.1368683772161603e-12
2025-08-10,正式期,2025-08-09,2025-08-09,否,否,否,21.0,5.0,0.5-0.3-0.2,14,1.7688123608246737,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,144,6000.000000,6000.000000,6000.000000,57482.782693,57628.209233,21.509268,57649.718501,0.037550,70.503337,15.285506,0.916667,0.000373,2.470100,6085.353550,3556.795622,4164.895050,3494.845350,2830.824733,0.000000,-5.002220859751105e-12
2025-08-11,正式期,2025-08-10,2025-08-10,否,否,否,21.0,5.0,0.6-0.3-0.1,14,1.78349205496207,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,144,6000.000000,6000.000000,6000.000000,57269.413231,55676.518295,153.337620,55829.855915,0.040547,70.620786,15.857892,0.909722,0.002747,17.340000,6514.755856,4004.340281,3117.804054,1463.260226,1185.240783,0.000000,1.5916157281026244e-12
2025-08-12,正式期,2025-08-11,2025-08-11,否,否,否,28.0,5.0,0.6-0.3-0.1,14,1.780253003548418,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,144,6000.000000,6000.000000,6000.000000,56809.444185,56540.949237,1598.008923,58138.958161,0.040123,50.555441,13.611925,0.777778,0.027486,341.493050,4800.014851,2715.204207,1654.323975,2701.390309,2188.126150,0.000000,4.092726157978177e-12
2025-08-13,正式期,2025-08-12,2025-08-12,否,否,否,28.0,7.0,1,14,1.7694539066753123,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,144,6000.000000,6000.000000,6000.000000,57700.593602,57053.179651,302.860751,57356.040402,0.036912,66.100132,14.592511,0.875000,0.005280,48.944733,7351.994160,4575.009062,2134.203029,3040.135905,2462.510083,0.000000,-1.3642420526593924e-12
2025-08-14,正式期,2025-08-13,2025-08-13,否,否,否,28.0,7.0,1,21,1.7137377382943235,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,144,6000.000000,6000.000000,6000.000000,56402.966433,57152.917964,527.446696,57680.364659,0.034009,70.270056,16.488217,0.861111,0.009144,90.533050,6899.142680,4131.985528,2304.409292,855.524938,692.975200,0.000000,1.7053025658242404e-12
2025-08-15,正式期,2025-08-14,2025-08-14,否,否,否,42.0,7.0,1,21,1.3000368331282335,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,144,6000.000000,6000.000000,6000.000000,21997.981484,24041.946963,0.000000,24041.946963,0.079004,82.161361,16.830833,0.951389,0.000000,0.000000,3055.416820,1621.835083,19347.165751,813.970988,659.316500,0.000000,-1.8189894035458565e-12
2025-08-16,正式期,2025-08-15,2025-08-15,否,否,否,42.0,5.0,1,21,1.3439094020114313,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,144,6000.000000,6000.000000,6000.000000,22470.598847,23705.024558,13.052865,23718.077424,0.077900,73.111714,15.465635,0.881944,0.000550,3.758383,2689.741222,1229.147657,19857.742825,1099.027263,890.212083,0.000000,3.751665644813329e-12
2025-08-17,正式期,2025-08-16,2025-08-16,否,否,否,42.0,5.0,1,14,1.7892717323091558,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,144,6000.000000,6000.000000,5970.542593,55868.398116,55128.768292,678.532991,55807.301283,0.038738,69.820794,15.112364,0.895833,0.012158,91.246283,5934.977951,3373.014742,4039.998977,1864.017778,1483.342733,-29.457407,-1.3642420526593924e-12
2025-08-18,正式期,2025-08-17,2025-08-17,否,否,否,42.0,3.0,1,21,1.7393274813788062,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,144,5970.542593,6000.000000,6000.000000,54607.134507,54919.902812,1001.316134,55921.218945,0.032543,55.215668,12.793083,0.888889,0.017906,159.219900,5908.352095,3332.045284,1646.377084,1496.994979,1212.565933,0.000000,2.2737367544323206e-12
2025-08-19,正式期,2025-08-18,2025-08-18,否,否,否,42.0,3.0,1,21,1.7763534771538192,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,144,6000.000000,6000.000000,6000.000000,55882.097994,55150.335525,1322.155126,56472.490651,0.033745,56.884454,13.147582,0.881944,0.023412,182.081917,4876.830468,3047.448891,3212.760045,2979.363580,2413.284500,0.000000,-6.821210263296962e-12
2025-08-20,正式期,2025-08-19,2025-08-19,否,否,否,56.0,3.0,1,21,1.7632954832288905,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,144,6000.000000,6000.000000,5990.835185,55762.657416,55907.338456,7951.249224,63858.587679,0.039480,47.525609,21.222705,0.638889,0.124513,1514.915367,2849.895605,1769.016441,33.391867,741.451955,592.327750,-9.164815,2.7284841053187847e-12
2025-08-21,正式期,2025-08-20,2025-08-20,否,否,否,56.0,7.0,1,21,1.7532078752668998,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,144,5990.835185,6000.000000,6000.000000,56708.859326,56346.557914,541.141271,56887.699185,0.033770,63.512975,14.327322,0.895833,0.009512,76.662233,6291.003648,3803.110451,2893.261619,3903.175617,3161.572250,0.000000,9.094947017729282e-12
2025-08-22,正式期,2025-08-21,2025-08-21,否,否,否,56.0,7.0,0.6-0.3-0.1,28,1.3232905475927008,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,144,6000.000000,6000.000000,6000.000000,22335.149084,23937.184669,565.617910,24502.802579,0.068421,61.835260,16.164956,0.750000,0.023084,163.638950,1876.838064,844.203760,16586.078897,948.496111,768.281850,0.000000,2.8421709430404007e-12
2025-08-23,正式期,2025-08-22,2025-08-22,否,否,否,42.0,7.0,1,21,1.343023091567617,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,144,6000.000000,6000.000000,6000.000000,22624.359147,23553.947936,48.214180,23602.162116,0.063298,52.687003,13.499708,0.854167,0.002043,12.040000,2551.372803,1232.141806,14866.470525,1329.665412,1077.028983,0.000000,-2.2737367544323206e-13
2025-08-24,正式期,2025-08-23,2025-08-23,否,否,否,56.0,7.0,1,21,1.750743742307226,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,144,6000.000000,6000.000000,6000.000000,56221.204715,56433.593513,335.675651,56769.269164,0.032593,76.256841,15.716752,0.916667,0.005913,51.758867,7130.464351,3437.928229,4124.984484,2347.838601,1901.749267,0.000000,0.0
2025-08-25,正式期,2025-08-24,2025-08-24,否,否,否,56.0,7.0,1,21,1.7645768845855287,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,144,6000.000000,6000.000000,6000.000000,56763.471634,57035.340231,5700.925647,62736.265878,0.041663,46.189227,15.587584,0.729167,0.090871,1090.632967,4250.996314,2211.521279,890.603258,2355.751173,1908.158450,0.000000,8.185452315956354e-12
2025-08-26,正式期,2025-08-25,2025-08-25,否,否,否,84.0,7.0,0.6-0.3-0.1,28,1.7418551258934907,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,144,6000.000000,6000.000000,6000.000000,56895.117455,56441.937478,534.827693,56976.765171,0.032712,67.385335,14.122948,0.902778,0.009387,98.034533,7440.179243,4144.712618,2489.541429,2306.425288,1868.204483,0.000000,4.547473508864641e-12
2025-08-27,正式期,2025-08-26,2025-08-26,否,否,否,84.0,7.0,0.6-0.3-0.1,28,1.7691080230307,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,144,6000.000000,6000.000000,6000.000000,57836.828065,56777.233549,280.304161,57057.537710,0.045872,54.653776,13.181828,0.881944,0.004913,47.862550,5554.983300,2989.144472,1483.207069,1056.311770,855.612533,0.000000,4.547473508864641e-12
2025-08-28,正式期,2025-08-27,2025-08-27,否,否,否,84.0,7.0,0.6-0.3-0.1,28,1.7386074403867395,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,144,6000.000000,6000.000000,6000.000000,57306.202508,57524.862373,655.732933,58180.595306,0.048320,61.989585,21.658744,0.777778,0.011271,97.017150,4850.382685,3036.978002,50.567600,1698.050885,1375.421217,0.000000,5.229594535194337e-12
2025-08-29,正式期,2025-08-28,2025-08-28,否,否,否,56.0,7.0,0.6-0.3-0.1,28,1.3420060540149916,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,144,6000.000000,6000.000000,6000.000000,23433.740375,24609.007179,60.208650,24669.215829,0.059439,64.749136,14.580201,0.868056,0.002441,17.381250,3315.959475,1686.544725,14912.217617,605.518292,490.469817,0.000000,3.410605131648481e-13
2025-08-30,正式期,2025-08-29,2025-08-29,否,否,否,84.0,7.0,0.6-0.3-0.1,28,1.3464922919585003,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,144,6000.000000,6000.000000,5997.377778,23122.037656,24498.797607,0.000000,24498.797607,0.073124,84.130437,17.630502,0.868056,0.000000,0.000000,2322.398228,1239.804874,19619.992193,1628.110021,1316.409117,-2.622222,-6.59383658785373e-12
2025-08-31,正式期,2025-08-30,2025-08-30,否,否,否,84.0,7.0,0.6-0.3-0.1,28,1.74110491336194,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,144,5997.377778,6000.000000,6000.000000,57274.247371,56967.541969,51.929159,57019.471128,0.038789,65.417270,13.509500,0.937500,0.000911,9.646467,7069.804049,4142.232901,2688.692664,2806.660329,2273.394867,0.000000,-9.094947017729282e-13
2025-09-01,正式期,2025-08-31,2025-08-31,否,否,否,84.0,7.0,0.6-0.3-0.1,28,1.7660343029986745,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,144,6000.000000,6000.000000,6000.000000,57962.146359,51266.118296,0.000000,51266.118296,0.108698,152.842393,30.592666,0.993056,0.000000,0.000000,18037.708137,10211.412917,5182.823267,6435.982737,5213.146017,0.000000,9.094947017729282e-13
2025-09-02,正式期,2025-09-01,2025-09-01,否,否,否,7.0,7.0,0.5-0.3-0.2,28,1.7425893035627706,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,144,6000.000000,6000.000000,6000.000000,55932.742429,49683.034728,0.000000,49683.034728,0.102288,134.781070,26.976236,0.993056,0.000000,0.000000,16722.411007,9385.556042,3393.073173,3771.686214,3055.065833,0.000000,9.094947017729282e-13
2025-09-03,正式期,2025-09-02,2025-09-02,否,否,否,7.0,7.0,0.6-0.3-0.1,28,1.7555238940411118,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,144,6000.000000,6000.000000,6000.000000,56155.603317,50886.385510,15.215309,50901.600818,0.103635,119.437747,23.901785,0.993056,0.000299,3.416483,14528.471258,8137.816387,3742.598931,5660.269156,4584.818017,0.000000,-3.637978807091713e-12
2025-09-04,正式期,2025-09-03,2025-09-03,否,否,否,3.0,7.0,0.6-0.3-0.1,28,1.7486226245677414,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,144,6000.000000,6000.000000,6000.000000,53265.818190,47357.941636,0.000000,47357.941636,0.105147,103.602785,21.177567,0.944444,0.000000,0.000000,10751.096044,6001.584031,4538.942449,3108.434177,2517.831683,0.000000,-4.547473508864641e-13
2025-09-05,正式期,2025-09-04,2025-09-04,否,否,否,84.0,7.0,0.5-0.3-0.2,28,1.3429620579751762,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,144,6000.000000,6000.000000,6000.000000,23670.350068,21440.045404,0.000000,21440.045404,0.105866,162.489701,32.523665,0.993056,0.000000,0.000000,8384.647468,4130.710182,26167.983855,3808.068807,3084.535733,0.000000,-4.547473508864641e-12
